-0.03175;0.06925;0.090533;0.03175;0.06925;0.090533;0.03175;0.00575;0.090533;-0.03175;0.00575;0.090533
0.0415659;0.06925;0.0864671;0.0864671;0.06925;0.0415659;0.0864671;0.00575;0.0415659;0.0415659;0.00575;0.0864671
0.090533;0.06925;0.03175;0.090533;0.06925;-0.03175;0.090533;0.00575;-0.03175;0.090533;0.00575;0.03175
0.0864671;0.06925;-0.0415659;0.0415659;0.06925;-0.0864671;0.0415659;0.00575;-0.0864671;0.0864671;0.00575;-0.0415659
0.03175;0.06925;-0.090533;-0.03175;0.06925;-0.090533;-0.03175;0.00575;-0.090533;0.03175;0.00575;-0.090533
-0.0415659;0.06925;-0.0864671;-0.0864671;0.06925;-0.0415659;-0.0864671;0.00575;-0.0415659;-0.0415659;0.00575;-0.0864671
-0.090533;0.06925;-0.03175;-0.090533;0.06925;0.03175;-0.090533;0.00575;0.03175;-0.090533;0.00575;-0.03175
-0.0864671;0.06925;0.0415659;-0.0415659;0.06925;0.0864671;-0.0415659;0.00575;0.0864671;-0.0864671;0.00575;0.0415659
-0.03175;0.123967;0.0415659;0.03175;0.123967;0.0415659;0.03175;0.0790659;0.0864671;-0.03175;0.0790659;0.0864671
0.0415659;0.123967;0.03175;0.0415659;0.123967;-0.03175;0.0864671;0.0790659;-0.03175;0.0864671;0.0790659;0.03175
0.03175;0.123967;-0.0415659;-0.03175;0.123967;-0.0415659;-0.03175;0.0790659;-0.0864671;0.03175;0.0790659;-0.0864671
-0.0415659;0.123967;-0.03175;-0.0415659;0.123967;0.03175;-0.0864671;0.0790659;0.03175;-0.0864671;0.0790659;-0.03175
-0.03175;0.128033;-0.03175;0.03175;0.128033;-0.03175;0.03175;0.128033;0.03175;-0.03175;0.128033;0.03175
0.0403225;0.101531;0.0611822;0.0611822;0.101531;0.0403225;0.0732242;0.0774427;0.0523645;0.0523645;0.0774427;0.0732242
0.0611822;0.101531;-0.0403225;0.0403225;0.101531;-0.0611822;0.0523645;0.0774427;-0.0732242;0.0732242;0.0774427;-0.0523645
-0.0403225;0.101531;-0.0611822;-0.0611822;0.101531;-0.0403225;-0.0732242;0.0774427;-0.0523645;-0.0523645;0.0774427;-0.0732242
-0.0611822;0.101531;0.0403225;-0.0403225;0.101531;0.0611822;-0.0523645;0.0774427;0.0732242;-0.0732242;0.0774427;0.0523645
