-0.0243415;0.0618415;0.090533;0.0243415;0.0618415;0.090533;0.0243415;0.0131585;0.090533;-0.0243415;0.0131585;0.090533
0.0468045;0.0618415;0.0812285;0.0812285;0.0618415;0.0468045;0.0812285;0.0131585;0.0468045;0.0468045;0.0131585;0.0812285
0.090533;0.0618415;0.0243415;0.090533;0.0618415;-0.0243415;0.090533;0.0131585;-0.0243415;0.090533;0.0131585;0.0243415
0.0812285;0.0618415;-0.0468045;0.0468045;0.0618415;-0.0812285;0.0468045;0.0131585;-0.0812285;0.0812285;0.0131585;-0.0468045
0.0243415;0.0618415;-0.090533;-0.0243415;0.0618415;-0.090533;-0.0243415;0.0131585;-0.090533;0.0243415;0.0131585;-0.090533
-0.0468045;0.0618415;-0.0812285;-0.0812285;0.0618415;-0.0468045;-0.0812285;0.0131585;-0.0468045;-0.0468045;0.0131585;-0.0812285
-0.090533;0.0618415;-0.0243415;-0.090533;0.0618415;0.0243415;-0.090533;0.0131585;0.0243415;-0.090533;0.0131585;-0.0243415
-0.0812285;0.0618415;0.0468045;-0.0468045;0.0618415;0.0812285;-0.0468045;0.0131585;0.0812285;-0.0812285;0.0131585;0.0468045
-0.0243415;0.118729;0.0468045;0.0243415;0.118729;0.0468045;0.0243415;0.0843045;0.0812285;-0.0243415;0.0843045;0.0812285
0.0468045;0.118729;0.0243415;0.0468045;0.118729;-0.0243415;0.0812285;0.0843045;-0.0243415;0.0812285;0.0843045;0.0243415
0.0243415;0.118729;-0.0468045;-0.0243415;0.118729;-0.0468045;-0.0243415;0.0843045;-0.0812285;0.0243415;0.0843045;-0.0812285
-0.0468045;0.118729;-0.0243415;-0.0468045;0.118729;0.0243415;-0.0812285;0.0843045;0.0243415;-0.0812285;0.0843045;-0.0243415
-0.0243415;0.128033;-0.0243415;0.0243415;0.128033;-0.0243415;0.0243415;0.128033;0.0243415;-0.0243415;0.128033;0.0243415
0.0437894;0.0989924;0.060253;0.060253;0.0989924;0.0437894;0.0697572;0.0799809;0.0532937;0.0532937;0.0799809;0.0697572
0.060253;0.0989924;-0.0437894;0.0437894;0.0989924;-0.060253;0.0532937;0.0799809;-0.0697572;0.0697572;0.0799809;-0.0532937
-0.0437894;0.0989924;-0.060253;-0.060253;0.0989924;-0.0437894;-0.0697572;0.0799809;-0.0532937;-0.0532937;0.0799809;-0.0697572
-0.060253;0.0989924;0.0437894;-0.0437894;0.0989924;0.060253;-0.0532937;0.0799809;0.0697572;-0.0697572;0.0799809;0.0532937
